NAME,STATE,Households,Avg household size,High school or more attained,Bachelors or higher,Veterans,Same house 1 year and over,Foreign born persons,Language other than english spoken at home,Mean travel time to work,Median household income,Per capita income,Percentage of individuals below the poverty level,Number of housing units,Number of two-unit structures,Number of three or four unit structures,Number of 5-9 unit structures,Number of 10-19 unit structures,Number of 20+ unit structures,Number of owner-occupied units,Median value of owner-occupied units,Total Population,Female persons,Persons under 5 years,Persons under 18 years,Persons over 65,White only,Black or African american only,Alaskan native or American Indian only,Asian only,Native Hawaiian or Pacific Islander,Two or more races,Hispanic or Latino,White alone not hispanic or latino,ESTAB,EMP,NESTAB,All Firms,Black Owned Firms,American Indian and Alaskan Native Owned Firms,Asian Owned Firms,Native Hawaiian or Pacific Islander Owned Firms,Hispanic Owned Firms,Women Owned Firms,Retail Sales,Accommodation and Food Sales,Population Density,Outcome
Carter County,Missouri,2334,2.59,86.2,15.2,11,86.8,0,0.2,30.5,42403,23382,18.5,3256,3.7,2,0,0,0.4,71.8,135800,6085,50.5,5.7,24.3,19.6,95.3,0.1,3.9,0,0,0.7,5,94.2,156,1119,526,117,0,0,0,0,0,43,28653,5936,11.7904794,R
Cass County,Missouri,40397,2.57,93.5,27,10,87.3,1.8,3.7,29.1,72522,33883,8.3,42312,2.5,4.1,1.5,0.9,0.9,75.4,196700,104687,51.3,5.9,24.1,16.8,90.2,4.2,0.5,0.6,0.1,3.7,4.6,87.4,2016,22256,7723,1906,0,0,0,0,37,361,1344367,128655,151.8486819,R
Cedar County,Missouri,5573,2.5,86.5,13.7,11.3,89.5,1.3,2.3,26.7,39408,24397,18.2,7273,0.1,5.7,1.2,0.6,0.2,70,95200,14144,49.2,6.8,24.3,23.2,96.1,0.1,0.4,0.2,0,2.7,2.3,94.5,286,2324,1260,215,0,0,0,0,0,57,116249,11644,30.24218282,R
Chariton County,Missouri,2723,2.65,90.7,18.5,10.4,94.8,0.9,2.4,24.3,51545,25177,13.2,4148,1.7,3.8,0.6,0.1,0.7,77.3,100700,7449,50.9,6.2,22.7,24.3,94.8,2.1,0.1,0,0,2,0.9,94.4,195,1290,614,0,0,0,0,0,0,0,57415,0,9.885806078,R
Christian County,Missouri,32487,2.67,92.4,30.7,9.4,87.8,2.5,3.6,25,64442,30078,10,34791,2,2.9,1.7,1.5,1.5,74.7,182800,87324,51.2,6.3,25.4,15.7,94.3,1.2,0.4,0.6,0,3,3.1,92.8,1889,15449,7768,1580,0,0,28,0,0,313,752551,96270,157.4608547,R
Clark County,Missouri,2633,2.55,86.5,12.2,9.4,93.6,1.6,6.1,26.7,45842,27606,12.5,3503,1.3,3.6,0.2,0.4,0.4,76.1,96800,6783,49.2,5.7,22.9,21.4,96.8,0.3,0.2,1.3,0,1.2,0.8,96.5,144,923,447,203,0,0,0,0,0,0,80852,3757,13.46990232,R
Clay County,Missouri,92514,2.64,93.4,32.8,8,83.5,5.3,7,23.3,72047,34723,8.2,98719,1.8,3.4,5.3,5.4,5.3,68.4,185700,246480,50.9,6.5,24.1,14.2,84.1,6.2,0.4,2.3,0.3,4.9,7,80.4,5252,109694,17274,4373,51,0,106,0,75,749,3927895,824238,628.5385118,R
Clinton County,Missouri,8100,2.47,92.8,22,10.6,88.6,1.1,1.9,30.5,62213,28461,10.3,9040,4,2.7,0.5,1.2,0,77.8,160800,20503,50.5,5.3,23.5,17.7,95.5,1.4,0.4,0.5,0.1,2,2.3,93.5,357,2652,1446,281,0,0,0,0,0,66,161914,9681,48.66126391,R
Cole County,Missouri,30291,2.37,92.2,35.5,8.3,86.6,3,3.8,18.4,61184,31790,9.5,33478,5.1,9.5,3.4,3.1,3.4,67.1,169700,76630,49.5,5.9,22.4,16.6,83.7,11.8,0.4,1.6,0,2.3,2.9,81.3,2205,37041,4916,1811,0,0,64,0,0,0,1374929,163408,196.00417,R
Cooper County,Missouri,6342,2.52,88.7,22.4,9.5,86.8,0.8,2.6,27.5,53003,24237,12.6,7494,3.1,3.6,3,0.8,0.5,74.3,150800,17522,48.7,5.8,21.9,17.8,88.6,5.8,0.5,0.4,0.2,4.1,2,87.9,376,3772,1157,379,0,0,0,0,0,0,277406,0,31.35706326,R
Crawford County,Missouri,9798,2.39,81.7,11.9,9.5,82.8,1,2,27.7,44380,23082,17.8,12108,2.3,2.4,1.9,1.6,0.7,72.8,124400,23984,50.9,5.7,22.8,19.5,96.2,0.6,0,0.3,0.5,1.7,2.1,94.8,487,5687,1518,493,0,0,0,0,0,56,238671,31385,32.21649668,R
Dade County,Missouri,3028,2.44,88.1,13.8,10.2,86.8,1.6,2.6,26.3,42117,25237,19.1,3955,1,3.3,0,0,1.1,73.9,101800,7571,49.1,4.8,20.5,24,94.9,0.4,0.7,0.5,0.1,3.1,2.2,93.5,140,1109,544,158,0,0,0,0,0,0,42462,3492,15.43028534,R
Dallas County,Missouri,6412,2.59,86,11.4,10.5,92.9,1.2,4.4,28.4,40404,21883,19.4,7689,2,2.6,1,0.4,0.4,75.4,131000,16841,52.7,6.5,23.7,21,96.1,0.1,1,0.6,0,1.9,2.1,94.4,288,1824,1492,262,0,0,0,0,0,0,115311,12540,31.20058616,R
Daviess County,Missouri,3002,2.7,87.9,20.8,9.5,88.7,0.9,10.3,30.6,52143,24987,13.4,4189,1.1,1.7,0.8,0.6,1.2,80,114600,8294,49.8,6.7,25.7,20.6,96.6,0.6,0.2,0.2,0.1,1.6,1.6,95.8,158,1052,813,164,0,0,0,0,0,0,64978,3986,14.69601343,R
DeKalb County,Missouri,3800,2.31,88.4,15.8,10.3,85.1,0.6,2.1,30.5,58433,20810,9.4,4354,4.1,7.1,2.9,1.6,0.4,69.6,125000,11872,38.8,4.8,17.3,17.7,87.4,8.9,0.5,0.5,0.1,2.4,2.6,85.3,205,2174,643,226,0,0,0,0,0,0,130079,9489,29.7775525,R
Dent County,Missouri,6355,2.41,83.9,14.9,11.3,90.4,1.9,1.7,23.4,42714,23254,18,7328,6.2,4.7,0.2,0.2,0.3,71.5,104900,15518,50.4,5.6,22.3,21.9,94,0.6,0.8,0.6,0,3.4,1.8,93.3,311,3557,896,257,0,0,0,0,0,0,123020,0,20.68784943,R
Douglas County,Missouri,5317,2.48,82.9,13,11.5,90.9,1.5,2.1,23.7,43714,23883,15.1,6520,0.6,1,0.9,0.3,0.3,82.6,127300,13335,49.7,5.9,21.9,24.4,95.5,0.4,1.9,0.1,0,0.6,2.1,94.8,201,2051,1209,185,0,0,0,0,0,0,101527,8917,16.2052918,R
Dunklin County,Missouri,12119,2.39,79,13.9,7.7,83.3,2.9,7.7,20.9,38020,22879,23.7,14448,4.2,4,1.4,0.7,1.7,61.7,78500,29657,52.6,6.9,25.6,17.9,83.1,10.2,0.1,0.5,0,3.9,6.8,79.2,659,6468,1695,575,0,0,0,0,0,101,428122,30623,53.83678693,R
Franklin County,Missouri,41127,2.5,89.4,21.3,9,87.8,1.5,1.9,29.9,60129,31133,9.6,45507,2.6,2.6,2.5,2.6,1,77.2,171900,103629,50.2,5.9,22.9,17.4,95.6,0.7,0.2,0.5,0,2.4,1.8,94.5,2616,37664,6904,2192,0,0,63,0,0,380,1357778,166096,112.6829041,R
Gasconade County,Missouri,6154,2.34,87.8,21.3,8.8,89.4,1.4,1.9,27.8,56380,29614,9.5,8168,1.9,2.5,2.3,0.3,0.5,79.2,136800,14673,50.1,5.2,20.7,22.8,96.2,0.6,0.4,0.9,0,1.8,0.6,95.7,392,5364,1226,299,0,0,0,0,0,0,169285,24036,28.33499561,R
Gentry County,Missouri,2495,2.55,86.1,20.3,10.2,89.5,1.1,4.1,23.5,46774,25814,14.5,3210,1.8,4.7,1.1,1.6,0.6,76,86200,6576,51.6,7.1,25.4,19.6,97,0.5,0.3,0.6,0,1.2,1.8,95.8,181,1712,563,184,0,0,0,0,0,0,54309,0,13.37140318,R
Greene County,Missouri,127532,2.2,92.6,31.5,7.4,81.8,3.1,4.9,19.9,47053,28308,15.3,134450,2.7,2.4,3.7,5.3,8.5,56.3,151300,291574,51.3,6,20.8,16.5,89.2,3.1,0.5,2,0,4.2,3.8,86.8,8474,163145,22592,6678,158,24,256,0,105,1268,5495544,812709,433.9913455,R
Grundy County,Missouri,3900,2.45,84.6,18.2,7.9,89.4,2.3,6.8,16.4,46885,25928,16.7,5005,1.6,6.7,1.2,1.8,1.9,67.2,101100,9885,50.7,7.1,24.5,21.3,95,0.3,0.5,1.2,0,2.7,2.5,93.8,226,1970,678,276,0,0,0,0,0,0,87215,6591,22.62848287,R
Harrison County,Missouri,3361,2.44,90.5,15.7,8.7,88.3,1.3,3.3,22.5,40615,21506,19.1,4380,5.6,5.8,1.1,1.2,1,68.8,75300,8427,50.4,6.4,24.5,22.5,96.6,0.8,0.4,0.3,0,1.7,2.5,94.7,188,1787,685,201,0,0,0,0,0,0,206934,11880,11.55959249,R
Henry County,Missouri,9284,2.32,87.2,15.6,11.9,83.6,1.7,3.3,25.1,47500,27483,17.6,10971,3.3,3.3,1.2,1.8,0.4,71.1,115600,21854,50.8,5.8,22.1,21.9,95.4,1.2,0.2,0.5,0,2.4,2.5,93.4,555,6735,1481,445,0,0,0,0,0,37,347815,34370,31.31382124,R
Hickory County,Missouri,4012,2.33,87.2,8.5,13.1,88.4,0.9,4.1,33.2,33342,19905,13.8,6886,0.5,2.2,0,0,0,83.4,81500,9452,51.4,4.2,16.7,33.4,96,0,1.5,0.5,0,1.5,1.8,94.6,142,877,762,137,0,0,0,0,0,0,64469,4265,23.93130451,R
Holt County,Missouri,2010,2.12,92.8,18.2,10.8,91,1,1.1,22.6,46442,28497,9.9,2793,1.3,4.7,0.4,0,1.1,76.6,88900,4374,50.9,5,20.3,25.9,96.6,1,1,0.9,0,0.4,1,95.7,131,899,419,85,0,0,0,0,0,0,56952,3754,9.516026801,R
Howard County,Missouri,3460,2.68,88.8,28.7,7.9,89.8,0.6,1.8,26.4,55000,25159,11.7,4594,2.1,4.1,0.6,0.5,0.6,79.6,141400,10022,49.3,5.8,21.5,19.3,89.5,5.9,0.7,0.4,0,3.3,1.7,88.4,181,2113,711,170,0,0,0,0,0,0,49962,4867,21.56316122,R
Howell County,Missouri,15557,2.54,86,17.3,10.9,89.1,1.2,2.5,19.9,39482,20375,23.8,18312,2.1,2.4,2.5,0.8,1.9,68.2,114600,40130,51.4,6.6,24,19.8,95.7,0.3,1.1,0.7,0,2,2.2,94.1,1109,13281,3156,953,0,0,0,0,0,193,612730,56016,43.26456481,R
Iron County,Missouri,4102,2.38,81.2,11.9,10.1,84.9,1.3,1.9,28.6,40082,21769,22.1,5314,1.5,4.4,1.2,0.6,0.5,73.2,87100,10150,50.6,5.4,20.8,22.3,95.7,0.5,0.4,0.5,0,3,1.8,94.4,210,1878,482,193,0,0,0,0,0,0,60266,5903,18.40024412,R
Jackson County,Missouri,291532,2.36,91.3,32.1,7.1,85.8,5.9,9.5,24,56960,32462,13.6,325759,2.8,4.2,5.3,4.4,9.8,58.4,157200,700733,51.7,6.6,23.6,15,66.2,23.2,0.3,1.8,0.3,4.3,9.2,61.8,18084,349456,49506,14379,1112,51,663,0,280,2969,10337678,2219258,1162.931543,D
Jasper County,Missouri,46461,2.54,87.2,22.7,8.2,86,4.6,7.4,18.3,49155,24508,17.7,51786,4,3.6,3.3,1.5,3.6,63.6,124200,120528,51.3,6.8,24.9,15.6,89.2,2,1.2,1.2,0.3,4.5,8.2,83.7,2771,51047,7209,2315,0,0,28,0,49,434,2229186,220798,190.0185214,R
Jefferson County,Missouri,84978,2.62,90.2,21.1,8.8,88,1.9,3.1,31.1,67606,30800,9.1,91528,1.6,2.2,2.1,2,1.3,79.5,167700,224777,50.3,5.8,23.2,15,94.3,0.9,0.2,0.8,0,3.6,2,92.7,3870,40698,14098,3454,0,0,104,0,46,616,2163218,288124,342.8670481,R
Johnson County,Missouri,19931,2.48,92.5,29.5,14.5,75.3,3,4.3,21.9,56440,26327,13.4,22348,4.1,8.1,3.7,2.4,1.4,62.4,163300,53948,48.7,6.3,21.5,12.7,88.3,3.9,0.2,2.1,0.3,4.6,4.7,85.3,915,10510,3142,782,0,0,0,0,0,0,427709,86412,65.19305619,R
Knox County,Missouri,1400,2.75,87.9,15.7,11.6,90.3,0.7,7,20.4,37588,20941,15.7,2275,2,2.2,1.8,0.1,0,85,75100,3948,49.7,6.4,23.8,21.6,96.5,0.5,0,0.7,0.1,2.1,1,96.1,89,548,410,0,0,0,0,0,0,0,30037,0,7.855022282,R
Laclede County,Missouri,14413,2.45,85.9,15,10.8,88.1,0.9,1.9,20.9,46582,23296,14.7,16047,3,4.5,0.9,1.3,2.1,68,116600,35680,51,6.9,24.7,17.9,94,0.6,0.6,0.4,0,3.9,2.6,92.3,746,11978,2837,580,0,0,0,0,0,0,553499,60106,46.7193148,R
Lafayette County,Missouri,12711,2.52,90.1,20.8,8.2,83.3,1.6,2.2,28.1,62076,30450,11.8,14851,3.6,4.5,2.1,0.4,2.3,70.9,154300,32697,49.4,5.6,22.8,18.7,93.7,2.3,0.2,0.7,0.2,1.6,3.1,91.7,693,6172,2150,695,0,0,0,0,0,131,277974,0,52.04668812,R
Lawrence County,Missouri,14849,2.54,84.8,15.9,9.7,84.2,2.6,7.2,22.4,44060,22850,17,16700,1.1,4.7,1.4,1,0.4,71.3,115300,38241,50.5,6.8,25.4,18.1,94.1,0.3,0.7,0.1,0.1,3.1,7.6,88.8,701,6552,2727,546,0,0,0,0,0,0,470780,37665,62.69843817,R
Lewis County,Missouri,3597,2.51,87.2,14.4,9.3,87.2,0.8,3,25.1,45118,23054,18.9,4544,2.7,5.8,2,0.7,0.6,76.5,88200,9898,48.7,5.7,22.6,18.7,93,3.9,0.7,0,0.4,2,0.9,92.5,189,1949,600,157,0,0,0,0,0,0,79054,0,19.35680731,R
Lincoln County,Missouri,19818,2.87,90,17.9,8.7,89,1,1.5,33.6,70424,28299,10.9,21821,1.4,1.8,1.6,1.7,0.6,80.3,165700,57590,49.9,6.8,25.4,13.6,94.3,2.3,0.2,0.3,0,2.5,2.5,92.9,939,9515,3849,917,0,0,0,0,0,0,604546,53598,94.184156,R
Linn County,Missouri,5002,2.37,89.2,18.5,7.5,90.5,0.7,3.1,20.8,51150,26981,16,6382,2.3,4.4,1.4,0.8,0.3,75.9,92600,12004,51.6,6,23.6,21.2,97,0.6,0.2,0.4,0.1,1.7,2.5,94.8,293,3212,877,297,0,0,0,0,0,0,137257,9474,19.36358793,R
Livingston County,Missouri,5907,2.3,87.6,19,7.6,87.4,0.8,2.7,17.7,50818,24928,12.1,6841,5,5,0.8,0.7,1.3,66.7,111800,14969,55.4,5.5,21.2,19.9,93.2,2.7,0.4,0.6,0,2.7,1.9,92.2,398,5019,992,0,0,0,0,0,0,0,293441,20542,28.60590525,R
Macon County,Missouri,5908,2.52,89.4,17.5,9.2,93.3,1,2.9,21.7,44696,22876,12.5,7698,2.3,6.3,0.6,0.8,1.2,74.3,100500,15154,50.4,5.7,23.4,22.4,93.8,2.2,0.6,0.7,0,2.4,1.5,93.2,339,3613,1097,277,0,0,0,0,0,0,150205,20344,18.86776951,R
Madison County,Missouri,4851,2.47,86,14.1,12.1,85.5,1.2,2.5,27.1,47984,26063,14,5984,1.8,2.9,2.9,1.2,2.5,70.5,120000,12176,50.5,5.5,23.3,18.9,96.4,0.6,0.2,0.4,0,2.1,2.4,94.7,245,3320,788,236,0,0,0,0,0,41,141695,9477,24.45044846,R
Maries County,Missouri,3808,2.28,83.8,15.8,12.1,86.1,1.8,5.1,31,48276,26756,17.6,4609,5.9,2.5,0.3,0.4,0.6,73.4,145400,8791,50,4.5,20.5,21.7,98.5,0.3,0.3,0.3,0,0.4,3.3,95.3,123,959,599,106,0,0,0,0,0,34,41534,0,16.50352914,R
Marion County,Missouri,11537,2.34,89.4,24.8,8.8,85.7,0.9,1,18.6,54277,25708,17.1,13069,6.6,3.9,3,1.8,3.7,64.7,129000,28572,51.5,6.3,23.6,17.6,91.6,4.4,0.2,0.5,0.1,3,1.8,89.9,790,11405,1759,663,0,0,0,0,0,0,496213,58177,65.29766136,R
McDonald County,Missouri,8393,2.7,79.3,11.4,8.2,91.3,8.1,12.7,26.2,42876,20964,19.3,9992,2.4,2.9,1.9,1.1,0.3,68.1,102200,22882,49.2,7.4,25.8,15.6,80.8,1.9,3.1,1.5,2.6,7.4,11.5,72.4,309,6314,1555,232,0,0,0,0,0,0,243191,17410,42.33149127,R
Mercer County,Missouri,1333,2.66,88.7,19.2,9.5,90.2,2.4,3.4,24.9,50030,23272,12.1,2124,0.9,3.8,0.4,0.1,2.4,78.7,85300,3623,50.5,6.4,24.2,21.7,95.7,0.4,0,0.5,0,3.1,2.6,93.9,71,396,267,0,0,0,0,0,0,0,28868,586,7.96985334,R
Miller County,Missouri,10452,2.39,87.5,19,10.4,85.7,1.4,3.2,28,47964,26251,13.6,12942,2.1,3.3,5.3,2.5,2.7,73.5,140500,25369,50.3,6.4,23.6,18.9,96.6,0.5,0.3,0.9,0.1,1.5,2,94.8,692,6642,1804,622,0,0,0,0,0,0,439015,31728,43.23138574,R
Mississippi County,Missouri,4998,2.33,77.2,12.5,6.2,85.6,1.3,1.9,20.7,34354,18655,23.7,5734,8.5,3.5,1.8,0.3,0.9,60.6,82900,13328,45.5,4.5,20.9,18.4,72.3,25.4,0.6,0,0,1.7,2.3,70.5,220,2009,550,217,0,0,0,0,0,0,149813,11176,32.02269075,R
Moniteau County,Missouri,5450,2.66,85.3,19,9,89.5,1.3,9.1,25.9,57012,23371,10.7,6164,3.4,3.5,1.1,1.1,0.1,76.5,138900,15907,47.5,6.8,24.9,16.2,93.2,3.6,0.8,0.2,0.1,1.3,5,89.3,332,2993,1127,266,0,0,0,0,0,63,137759,0,38.86966603,R
Monroe County,Missouri,3731,2.27,90,13.8,11.1,92.6,0.6,4.5,28,43422,25180,15.7,4854,0.4,3,1,1.8,0.8,75.1,119200,8630,49.3,5.3,21.7,23.4,93.7,3.2,0.7,0.5,0.1,1.5,1.7,92.5,178,1299,582,90,0,0,0,0,0,0,53822,0,13.34654062,R
Montgomery County,Missouri,4995,2.22,87,16.4,9.7,86.2,1.3,3.1,28,52123,25976,14.9,6252,1.6,2.3,1.3,1.2,0.3,72.7,120700,11414,50.6,6.1,22,20.5,94.2,1.6,0,0.1,0,2.8,2.1,93.4,238,2349,813,212,0,0,0,0,0,0,100896,8184,21.58875754,R
Morgan County,Missouri,7639,2.62,78.3,12.6,10.3,90.3,0.8,8.7,26,41477,25137,19.2,15592,0.5,2.3,1.5,0.8,1.3,81.2,150100,20438,50.3,6.7,22.8,23.4,95.4,1,0.4,0.9,0,2.1,2.3,94,497,3191,1832,481,0,0,0,0,0,81,211753,31039,34.51439566,R
New Madrid County,Missouri,7281,2.33,81.4,12,9.5,89.8,0.5,2.8,21.5,40129,22513,20.7,8609,7.1,4.9,1.7,0.7,0.5,62.4,77200,17275,52.4,6.4,23.2,18.9,81,15.8,0.2,0,0,3,1.9,79.2,398,6462,797,410,0,0,0,0,0,0,434850,23686,25.30310764,R
Newton County,Missouri,22123,2.59,87.9,21.6,10.1,86.3,3.1,5.2,21,52067,30425,13.7,24787,2.2,1.3,1.7,1.6,1.7,72.3,131800,58288,50.3,6.2,23.9,18.2,87.3,1,1.9,1.4,1.1,6.6,5.5,83.8,1213,22114,3971,967,0,0,0,0,0,0,795740,94324,93.21422399,R
Nodaway County,Missouri,8510,2.23,93.3,27.4,5.1,77.3,1.9,2.7,15.6,46303,23869,20.7,9780,4.5,6.9,5.6,4.2,2.8,58.1,126600,22199,49.9,4.8,15.9,15,93.4,2.6,0.2,1.5,0.1,1.7,1.8,92.1,470,6156,1397,380,0,0,0,0,0,26,254375,33612,25.19145179,R
Oregon County,Missouri,4298,2.43,85.6,14.9,10.9,90,0.6,2.1,19.9,32766,18775,26.3,5466,2.7,0.8,0.2,0,0.1,73,98600,10561,50.8,5.7,22.6,23.4,95.4,0.1,1.3,0.4,0,2.4,1.9,94,178,1489,733,162,0,0,0,0,0,0,103757,0,13.33128198,R
Osage County,Missouri,5273,2.54,91.6,20.4,7.2,90.5,0.1,1.2,25.4,62087,34195,8.3,6662,1.3,4.3,2.5,0.7,0.2,83.8,159000,13613,48.3,5.5,23,17.4,98.1,0.2,0.6,0,0,0.9,0.9,97.4,271,4556,1025,281,0,0,0,0,0,34,152641,0,22.44552221,R
Ozark County,Missouri,4082,2.22,81,11.7,11,92.4,1.3,1.7,30.2,33046,20479,24,5703,0.3,0.9,0.5,0.5,0.2,79.4,109100,9138,50.7,4.2,19.1,28,96.3,0.1,0.9,0.7,0,1.7,1.8,95.3,154,838,804,126,0,0,0,0,0,0,41468,6759,12.31456469,R
Pemiscot County,Missouri,6640,2.43,79.2,12,6.9,81.5,1,3.8,19.2,34709,21634,30,8162,7.8,5.5,0.8,0.8,0.7,53.4,88200,16330,53.3,7.4,25.8,16.9,69.2,27,0.1,0,0,2.7,2.7,68.2,320,3859,751,363,0,0,0,0,0,0,179111,16225,32.08379937,R
Perry County,Missouri,7577,2.49,86.6,19.1,8.9,86.9,1.6,4.1,20.5,56861,27294,9.1,8815,3.5,2.3,3.7,1.7,1.3,73.6,151900,19227,51,5.9,23.4,18.5,96,0.4,0.3,1,0,2.2,2.2,95,511,9511,1237,529,0,0,0,0,0,80,279300,22948,40.34108246,R
Pettis County,Missouri,16193,2.56,87.6,18.5,9.2,87.4,7.5,12.1,19.7,49315,25758,15.3,18245,2.6,4.4,1.6,2.4,2.7,69.1,128900,42421,50.4,6.9,24.8,16.8,90.4,3,0.4,0.7,0.1,3,8.9,84.4,998,17527,2897,737,0,0,0,0,0,94,715845,75745,62.06020418,R
Phelps County,Missouri,18213,2.27,89.7,29.9,9.9,81.6,4.9,6.2,18.8,44987,25217,19.6,20417,5,8,4.2,2.4,4.9,59.8,146200,44587,47.4,5.5,21,16.2,89.2,2.1,0.7,3.7,0,4.1,2.6,87.8,1029,14606,2583,898,0,0,0,0,0,121,726377,110104,66.34994812,R
Pike County,Missouri,6653,2.41,86.7,15,7.8,86.2,0.6,2.9,24.2,44920,22720,16.4,7932,2.6,4.4,1.2,1.1,2.9,71.4,96600,18158,45.8,5.7,22.6,17.8,89.6,6.8,0.2,0.5,0.1,2,2.3,88.6,385,4143,1096,390,0,0,0,0,0,0,161494,18835,27.29853805,R
Platte County,Missouri,39918,2.56,96.1,43,9.4,83.2,5.4,8,23.9,82448,41193,5.1,42377,1.6,5.4,4.4,7,6.1,67.2,238800,102848,50.7,6.1,23.7,14.7,84,6.7,0.3,2.9,0.5,4.3,6.3,80.2,2450,43782,8327,2066,23,0,65,0,26,358,3520168,503722,248.7410491,R
Polk County,Missouri,11833,2.57,88.7,20.6,7.9,84.4,1.1,3.7,24.8,47614,23591,15.7,13619,3.1,4.3,0.6,1,1.4,68.9,141600,32031,50.9,6.1,23,17.8,94.1,0.9,1.3,0.3,0.1,2.9,2.5,93.2,593,7469,2546,614,0,0,0,0,0,92,311535,28031,50.58639888,R
Pulaski County,Missouri,15061,2.86,93.3,27.7,20.1,66.8,6,11.9,19.2,58426,25098,14.4,19137,6.2,7.8,2.2,1.8,1.2,52.3,160700,52359,43.2,6.6,21.9,8.6,75.1,11.2,1,2.7,0.7,6.7,11.3,69.3,652,8751,2069,640,0,0,34,0,0,126,475713,113493,96.15400967,R
Putnam County,Missouri,1698,2.73,92.8,20.4,11.1,92.8,0.3,2.4,24.9,48833,28240,14.1,2986,1.7,2.9,1.3,0.3,0.1,78.7,89300,4746,50.1,6.5,22.9,25.1,97.1,0.3,0,0.1,0,2.5,1.4,95.7,85,598,441,91,0,0,0,0,0,0,49123,950,9.077612767,R
Ralls County,Missouri,4132,2.46,90.5,15.4,9.9,92.3,0.8,1,22,54194,26913,14.1,5196,0.9,1.6,2.2,0.3,0.1,85.4,134700,10258,50.2,5.6,21.5,21.4,94.5,1.8,0.5,0.6,0,2,1,94.2,215,2804,746,197,0,0,0,0,0,0,73920,3899,21.94399744,R
Randolph County,Missouri,8872,2.55,88.6,17.9,7.8,87.8,1.2,1.9,21,50440,22587,15.4,10800,3,3.7,2,0.7,1.6,71.1,108600,24769,48,6,21.7,16.4,89.3,6,0.6,0.6,0,3,2.2,88.1,511,7493,1366,540,0,0,0,0,0,109,308624,31239,51.26868176,R
Ray County,Missouri,8766,2.58,88.7,14.1,9.8,89.1,0.6,1.9,29.3,65303,32165,11.8,10106,1.8,4.5,1.4,0.6,0.5,77.8,139800,22900,50.6,5.7,22.7,18.2,94.9,1.1,0.4,0.2,0,3.1,2.6,93.1,342,2982,1353,289,0,0,0,0,0,60,158001,0,40.46699126,R
Reynolds County,Missouri,2580,2.35,78.9,15.4,10.4,83.7,0.5,0.9,23.8,39552,23197,18,4031,0.3,0.9,0.5,0.7,0,82,96000,6274,47.7,4.3,18.6,23.4,93.7,1.3,0.2,0.4,0.2,3.8,0.8,93.4,130,1363,494,157,0,0,0,0,0,0,26877,0,7.755320204,R
Ripley County,Missouri,4973,2.7,81.7,10.8,8.5,84.9,1,1.3,32.2,36066,19106,22.7,6637,1.2,1.6,0.9,0.6,0.3,80.3,86900,13484,50.7,6,22.6,20.8,96.2,0.7,0.5,0.6,0.2,1.4,1.5,95.1,296,2098,821,313,0,0,0,0,0,0,112849,7530,21.10776768,R
Saline County,Missouri,8235,2.62,84.7,22.5,6.5,86.9,5.1,8.6,18,47585,23692,15.3,10202,3.1,4.5,1.4,1.9,2.3,70.8,114600,22932,50.2,6.1,22.9,18.1,84.6,5.2,0.1,0.8,0.8,4.4,10.6,79.5,464,6980,1192,469,0,0,0,0,0,0,250971,21875,30.12735844,R
Schuyler County,Missouri,1440,3.12,88.6,9.2,5.6,91.1,1,4.3,30.3,44420,19482,15.9,2100,1.4,6.6,0.2,1.6,0.5,69.4,81300,4550,51.4,7.7,25.6,19.4,96.9,0.3,0,0.2,0,2.5,2.2,96.9,71,454,360,62,0,0,0,0,0,0,30479,640,15.1640851,R
Scotland County,Missouri,1687,2.87,79.7,14.9,9.1,87.6,1.5,9,17.4,47708,25956,11.4,2372,3.6,3.1,0.6,1.6,0,78.7,100300,4923,51.8,8.2,29.1,18.5,97.2,0,0.1,0,0,2.6,0,97.2,135,837,503,165,0,0,0,0,0,0,52180,0,11.23005578,R
Scott County,Missouri,15342,2.47,84.8,19.8,7.7,84.2,1.1,3.2,20.8,46310,26193,17.7,17297,3.9,3.3,3.4,1.2,1.1,66.2,113200,38538,51.3,6.5,23.9,18.2,84.6,11.1,0.1,0.4,0,3.3,2.4,82.9,1024,14161,2230,880,36,0,0,0,0,155,375953,65378,91.14470895,R
Shannon County,Missouri,3063,2.64,82,14.5,12.6,87,0.4,1.3,24.4,36229,17782,26.3,4179,1.7,1.6,1.3,0,0,74.9,119900,8207,50.6,6,21.6,21.3,94.9,0.1,0.1,0,0,4.8,1.3,93.7,150,1305,792,180,0,0,0,0,0,0,32449,7642,8.13491615,R
Shelby County,Missouri,2485,2.3,90,19.4,8.5,89,1,3.3,21.2,43809,23791,15.2,3207,0.4,4.1,0,1,2.3,75.7,71700,5975,48.1,6,24,21.4,95.1,2.3,0.3,0.1,0,1.3,2.2,94.8,152,1078,413,196,0,0,0,0,0,0,38986,0,11.83955522,R
St. Charles County,Missouri,149472,2.62,95,40.8,7.5,89.4,3.9,5.5,25.6,87644,40738,4.8,156396,1.1,2.3,3.1,4,3.8,81.6,230100,398472,50.8,5.9,23.3,15.2,88.8,4.5,0.1,2.6,0,3.2,3.4,86.6,8644,139173,28787,6916,150,21,292,0,100,1365,5882870,1136716,717.2409937,R
